Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9789179972097349,0.9820709794494987,0.9789179972097349,0.9800365967157881,0.9311386857305828,0.7771935385033202,0.7718145732017838
