Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9864362114400869,0.9868147987899424,0.9864362114400869,0.9866006076162414,0.92852150898948,0.839831888329525,0.8395349131405474
