Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.980468144473725,0.9833732087880973,0.980468144473725,0.9814782929551538,0.9391127619880317,0.7931538763772581,0.7879426503398861
