Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9858161525344907,0.9863311093995383,0.9858161525344907,0.9860338831382393,0.9282148073771619,0.8337903222288925,0.8333166960607504
