Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9854286157184933,0.9861342635472619,0.9854286157184933,0.985715902031564,0.9307547685368595,0.8310963999652221,0.8303160786060708
