Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9851960936288947,0.9859615586852046,0.9851960936288947,0.985505364889787,0.9306394087270544,0.8289081697685129,0.8280338606125509
