Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9958959507856813,0.9962249597375609,0.9958959507856813,0.9960094030835399,0.996208156841857,0.9887493347594621,0.9887290203435367
