Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9945336463491955,0.9953671651928374,0.9945336463491955,0.9947970857320556,0.995797089522443,0.9851082608430295,0.9850405973335866
