Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9942423359665508,0.9952199445848339,0.9942423359665508,0.9945477194591349,0.9957489655283388,0.9843393324383021,0.9842565073938525
