Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9956303442603287,0.99606427430483,0.9956303442603287,0.9957744195949219,0.9962267759170567,0.9880404811495961,0.9880105593255715
