Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9957331596894974,0.9960921198300207,0.9957331596894974,0.9958569530120351,0.9960697023591197,0.9883065536692862,0.9882842806735842
