Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9954161454495605,0.9959365242291051,0.9954161454495605,0.995585259060509,0.9961766395683375,0.9874679405096959,0.9874304657266549
