Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9947221413026714,0.9955037089756622,0.9947221413026714,0.9949681575224351,0.9959486562723201,0.9856161771354562,0.9855528057373358
