Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9941223846325206,0.9951083435375119,0.9941223846325206,0.9944340298234161,0.9955887221433598,0.9840104864297536,0.9839281606090186
