Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9944908065870418,0.9953524521812732,0.9944908065870418,0.9947613622783228,0.9958166794923266,0.9849973377503336,0.9849262842482008
