Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9966670665044468,0.9968664071349319,0.9966670665044468,0.9967361759079755,0.9967837210292982,0.9908477969452407,0.9908365762985004
