Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9820844114673475,0.990101465601005,0.9820844114673475,0.9847473271077022,0.9894219293428229,0.9533095083212435,0.9521816793927695
