Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9951248350669157,0.9955914469317169,0.9951248350669157,0.995283617526289,0.9956826865238146,0.9866577457298844,0.9866259490143054
