Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9967441780763233,0.9969720442536466,0.9967441780763233,0.9968199725927902,0.9970771239094008,0.991067034974227,0.9910525382935651
