Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9976952207961342,0.9976865178953465,0.9976952207961342,0.997690564546427,0.9967803382310281,0.9936413847165128,0.9936412565033259
