Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9833439004746646,0.990718347958741,0.9833439004746646,0.9857565740960893,0.990316235501859,0.9564806514673458,0.9554642668922431
