Accuracy,Precision,Recall,F1_score,G-Mean,MCC,Cohen_Kappa
0.9978922837020409,0.9978650384843636,0.9978922837020409,0.9978715636719148,0.9966095655508609,0.9941809459115521,0.9941786235854086
